Tempearture [C],Temperature [K],IWC [g/m3]
-64.70800372,208.4419963,0.00232939
-64.73188177,208.4181182,0.001648518
-64.71675901,208.433241,0.000280585
-64.86559883,208.2844012,4.6135E-05
-64.68549014,208.4645099,0.009867941
-64.6764847,208.4735153,0.004459642
-64.6764847,208.4735153,0.002207344
-64.66860495,208.4813951,0.001017936
-64.66597836,208.4840216,0.000630538
-64.68173787,208.4682621,0.00053479
-64.70800372,208.4419963,8.39074E-05
-64.62920617,208.5207938,0.065730695
-64.62920617,208.5207938,0.05961388
-64.623953,208.526047,0.050306278
-64.62920617,208.5207938,0.007177702
-64.57667447,208.5733255,0.00149641
-64.56354155,208.5864585,0.000690198
-64.57667447,208.5733255,0.000470526
-64.65547202,208.494528,0.00013396
-64.68173787,208.4682621,0.000105646
-64.55040862,208.5995914,0.135143148
-64.57667447,208.5733255,0.002833016
-64.51538749,208.6346125,0.000840835
-64.48912164,208.6608784,0.000436908
-64.60294032,208.5470597,0.000314618
-64.52414277,208.6258572,0.000194027
-64.47161107,208.6783889,0.038603471
-64.47161107,208.6783889,0.00624106
-64.48912164,208.6608784,0.001258495
-64.49787692,208.6521231,0.247792771
-64.4153271,208.7346729,0.089947135
-64.41907937,208.7309206,0.005159453
-64.42283163,208.7271684,0.003962638
-64.48737058,208.6626294,0.003279956
-64.42283163,208.7271684,0.001841178
-64.55040862,208.5995914,0.000264956
-64.49787692,208.6521231,0.000157724
-64.49787692,208.6521231,0.010274352
-64.34778635,208.8022137,0.0044863
-64.4015688,208.7484312,0.002336435
-64.36654767,208.7834523,0.001065728
-64.36654767,208.7834523,0.000603875
-64.40594644,208.7440536,0.065615502
-64.28775012,208.8622499,0.049195122
-64.31401597,208.835984,0.007804875
-64.31401597,208.835984,0.006927608
-64.32527276,208.8247272,0.001446734
-64.31401597,208.835984,4.00422E-05
-64.26148427,208.8885157,0.002200377
-64.26148427,208.8885157,0.00014136
-64.22208549,208.9279145,0.003009753
-64.2052003,208.9447997,0.000856652
-64.30088304,208.849117,0.000452609
-64.20895257,208.9410474,0.000331439
-64.20895257,208.9410474,0.000195649
-64.26148427,208.8885157,8.28845E-05
-64.26148427,208.8885157,0.03860093
-64.15116769,208.9988323,0.006467259
-64.07762331,209.0723767,0.199044539
-64.20895257,208.9410474,0.085325154
-64.09195014,209.0580499,0.003962747
-64.15642086,208.9935791,0.001829764
-64.05135746,209.0986425,0.004672483
-64.04610429,209.1038957,0.002773072
-64.03559795,209.114402,0.002354335
-64.10388916,209.0461108,0.049441451
-64.10388916,209.0461108,0.007663697
-64.10388916,209.0461108,0.001453961
-64.10388916,209.0461108,0.000404972
-64.01458527,209.1354147,0.000162444
-64.10388916,209.0461108,3.98378E-05
-63.95504934,209.1949507,0.002109456
-63.92002821,209.2299718,0.000908801
-63.89376236,209.2562376,0.000471218
-63.92002821,209.2299718,0.000335429
-63.94629406,209.2037059,0.000265576
-63.94629406,209.2037059,0.000194156
-63.97255991,209.1774401,0.006720038
-63.97255991,209.1774401,0.000570967
-63.92002821,209.2299718,0.202415033
-63.87800285,209.2719971,0.004103995
-63.78869896,209.361301,0.001129278
-63.78869896,209.361301,0.000222709
-63.82372009,209.3262799,0.000101092
-63.81496481,209.3350352,0.155120165
-63.73616726,209.4138327,0.005175753
-63.86749651,209.2825035,0.002934349
-63.76243311,209.3875669,0.001752633
-63.78869896,209.361301,0.000153497
-63.68363556,209.4663644,0.000113927
-63.73616726,209.4138327,0.001498538
-63.63110386,209.5188961,8.98451E-05
-63.68363556,209.4663644,7.58572E-05
-63.68363556,209.4663644,2.89738E-05
-63.60483801,209.545162,0.002171215
-63.57857216,209.5714278,0.000382372
-63.57857216,209.5714278,0.000345041
-63.63110386,209.5188961,0.008182733
-63.60483801,209.545162,0.001343103
-63.60483801,209.545162,0.001158102
-63.4997746,209.6502254,0.000749951
-63.52604045,209.6239595,0.000240021
-63.41722479,209.7327752,0.006680186
-63.42336486,209.7266351,0.005003071
-63.4472429,209.7027571,0.155102296
-63.35718856,209.7928114,0.000992279
-63.4472429,209.7027571,0.000608601
-63.31591365,209.8340863,0.003808928
-63.32116682,209.8288332,0.002521227
-63.33342422,209.8165758,0.001573343
-63.3947112,209.7552888,8.95364E-05
-63.26338195,209.886618,0.000378172
-63.31591365,209.8340863,0.000109956
-63.15831855,209.9916815,0.00814029
-63.1320527,210.0179473,0.000484992
-63.1320527,210.0179473,0.0002452
-63.10578685,210.0442132,0.006775023
-63.1320527,210.0179473,0.005975199
-63.11891977,210.0310802,0.005024469
-63.09384783,210.0561522,0.002995178
-63.079521,210.070479,0.001801632
-63.03355576,210.1164442,0.000649613
-63.0269893,210.1230107,0.000167773
-63.00072345,210.1492766,0.003834294
-62.98196213,210.1680379,0.002485548
-62.9744576,210.1755424,0.000561797
-62.95344492,210.1965551,0.117970304
-62.92943042,210.2205696,0.002191535
-62.9219259,210.2280741,0.001909315
-62.9219259,210.2280741,0.00133871
-62.93943646,210.2105635,0.001096949
-62.94819175,210.2018083,0.000384039
-62.94819175,210.2018083,0.000184532
-62.86939419,210.2806058,0.000836636
-62.89566005,210.25434,0.000280236
-62.89566005,210.25434,3.85038E-05
-62.84312834,210.3068717,0.00047313
-62.82853621,210.3214638,0.000233261
-62.84312834,210.3068717,0.000141535
-62.84312834,210.3068717,0.000105407
-62.79059664,210.3594034,0.013034294
-62.79059664,210.3594034,0.006440597
-62.76433079,210.3856692,0.005028143
-62.83437306,210.3156269,0.002973188
-62.77089726,210.3791027,0.001734474
-62.89566005,210.25434,2.11767E-05
-62.84312834,210.3068717,0.154812007
-62.72612592,210.4238741,0.000675473
-62.68553324,210.4644668,0.102124265
-62.65926739,210.4907326,0.002604712
-62.67677796,210.473222,0.000538974
-62.76433079,210.3856692,0.119643932
-62.76433079,210.3856692,0.007507224
-62.61424022,210.5357598,0.002255505
-62.73806494,210.4119351,0.002018314
-62.63300154,210.5169985,0.00142854
-62.63300154,210.5169985,0.001222265
-62.65176286,210.4982371,0.001075585
-62.63300154,210.5169985,0.000388097
-62.62424626,210.5257537,0.000306752
-62.61198886,210.5380111,0.00018442
-62.64175682,210.5082432,7.15279E-05
-62.60673569,210.5432643,0.008406352
-62.56853082,210.5814692,0.004290392
-62.59923116,210.5507688,0.003600479
-62.55420399,210.595796,0.00093283
-62.58046984,210.5695302,0.000806585
-62.65926739,210.4907326,0.00025776
-62.60673569,210.5432643,4.03457E-05
-62.52793814,210.6220619,0.011170076
-62.53319131,210.6168087,0.000215465
-62.50167229,210.6483277,0.000146861
-62.61986862,210.5301314,0.000100376
-62.55420399,210.595796,3.1721E-05
-62.48065961,210.6693404,0.014216257
-62.45664512,210.6933549,0.005780521
-62.47540644,210.6745936,0.005078748
-62.46414965,210.6858504,0.003306391
-62.50167229,210.6483277,0.001645552
-62.42287474,210.7271253,0.000732229
-62.39660889,210.7533911,0.000599501
-62.42287474,210.7271253,1.04202E-05
-62.31781134,210.8321887,0.09740918
-62.31781134,210.8321887,0.054209433
-62.39660889,210.7533911,0.00982771
-62.31781134,210.8321887,0.002520435
-62.44914059,210.7008594,0.002122712
-62.33357085,210.8164292,0.00139193
-62.42287474,210.7271253,0.001253874
-62.31781134,210.8321887,0.00105026
-62.35158172,210.7984183,0.000393231
-62.44914059,210.7008594,0.000362183
-62.39660889,210.7533911,0.000307075
-62.34407719,210.8059228,6.9996E-05
-62.30655454,210.8434455,0.004425562
-62.24651831,210.9034817,0.000958987
-62.39660889,210.7533911,0.000887201
-62.26527964,210.8847204,0.116346891
-62.23901379,210.9109862,0.04123688
-62.23901379,210.9109862,0.018711812
-62.31781134,210.8321887,0.007698206
-62.22400473,210.9259953,0.003084821
-62.21274794,210.9372521,0.000203591
-62.34407719,210.8059228,0.00014735
-62.16897152,210.9810285,0.051362956
-62.16897152,210.9810285,0.01532884
-62.23901379,210.9109862,0.006153234
-62.18648208,210.9635179,0.00515411
-62.16021623,210.9897838,0.07477383
-62.13395038,211.0160496,0.00067987
-62.12081746,211.0291825,0.000563474
-62.18648208,210.9635179,0.000167461
-62.13395038,211.0160496,0.012693706
-62.05515283,211.0948472,0.00183999
-62.10768453,211.0423155,0.097238871
-62.01575406,211.1342459,0.002315697
-61.97635528,211.1736447,0.001486822
-62.10768453,211.0423155,6.66547E-05
-61.92382358,211.2261764,0.001185107
-62.02888698,211.121113,0.001085774
-61.95008943,211.1999106,0.000940936
-62.00262113,211.1473789,0.000426754
-61.94352297,211.206477,0.003139579
-61.89755773,211.2524423,0.008198976
-61.84502603,211.304974,0.004113834
-61.77673482,211.3732652,0.002597568
-61.79249433,211.3575057,0.000710225
-61.73470946,211.4152905,0.003531567
-61.73996263,211.4100374,0.001838569
-61.84502603,211.304974,0.000507991
-61.76622848,211.3837715,0.000121282
-61.68743093,211.4625691,0.002093806
-61.73996263,211.4100374,0.001527402
-61.68743093,211.4625691,0.00137432
-61.68743093,211.4625691,0.000586142
-61.66116508,211.4888349,0.005022175
-61.63489923,211.5151008,0.0012318
-61.62964606,211.5203539,0.001065353
-61.63865149,211.5113485,0.000956317
-61.68743093,211.4625691,0.000367626
-61.6401524,211.5098476,0.000337364
-61.63489923,211.5151008,0.023686556
-61.66116508,211.4888349,0.000293851
-61.58893399,211.561066,0.00023927
-61.57520411,211.5747959,0.000156954
-61.55610168,211.5938983,0.012589229
-61.60863338,211.5413666,0.008821368
-61.52983582,211.6201642,0.000445414
-61.60863338,211.5413666,2.43849E-05
-61.57361224,211.5763878,0.003200605
-61.45629144,211.6937086,0.002491902
-61.46271198,211.687288,0.000728728
-61.60863338,211.5413666,0.000256808
-61.4128334,211.7371666,0.001803257
-61.45103827,211.6989617,0.000122377
-61.36098393,211.7890161,0.004019879
-61.39850657,211.7514934,0.003525847
-61.37224072,211.7777593,0.001497429
-61.47730412,211.6726959,0.000804408
-61.37224072,211.7777593,8.96305E-05
-61.42477242,211.7252276,5.08568E-05
-61.42477242,211.7252276,4.38148E-05
-61.37224072,211.7777593,3.74622E-05
-61.31970902,211.830291,0.001310868
-61.31970902,211.830291,0.001086447
-61.31970902,211.830291,0.00034596
-61.28819,211.86181,0.02324536
-61.30394951,211.8460505,0.000407077
-61.29344317,211.8565568,0.0001665
-61.21464562,211.9353544,0.01066915
-61.29344317,211.8565568,0.008850256
-61.21989879,211.9301012,0.007177289
-61.34597487,211.8040251,0.000564762
-61.21464562,211.9353544,0.000297795
-61.24091147,211.9090885,0.016839961
-61.24091147,211.9090885,0.002686098
-61.24091147,211.9090885,0.002355446
-61.16211392,211.9878861,0.000699403
-61.18837977,211.9616202,0.027815654
-61.10958222,212.0404178,0.020403379
-61.0976432,212.0523568,0.01311624
-61.14752178,212.0024782,0.001831635
-61.11333448,212.0366655,0.000975961
-61.15085713,211.9991429,0.000467292
-61.10958222,212.0404178,0.000198193
-61.07581184,212.0741882,0.003763459
-61.18837977,211.9616202,0.00152021
-61.13584807,212.0141519,0.000249944
-61.08331637,212.0666836,8.88709E-05
-61.08331637,212.0666836,3.96997E-05
-61.03078467,212.1192153,0.001280207
-60.93228773,212.2177123,0.023178272
-60.95573938,212.1942606,0.003030641
-60.95198712,212.1980129,0.000375045
-60.95198712,212.1980129,0.00017139
-60.89945542,212.2505446,0.008672124
-60.95198712,212.1980129,0.007446317
-60.95198712,212.1980129,0.004619462
-61.00451882,212.1454812,0.000507857
-60.89945542,212.2505446,0.000307448
-61.00451882,212.1454812,6.14573E-05
-60.76812616,212.3818738,0.020060498
-60.81315334,212.3368467,0.012798828
-60.79439201,212.355608,0.000937433
-60.76812616,212.3818738,0.11344872
-60.7261008,212.4238992,0.023884073
-60.76812616,212.3818738,0.011972078
-60.74561258,212.4043874,0.005437559
-60.87318956,212.2768104,0.00366141
-60.87318956,212.2768104,4.04053E-05
-60.67056729,212.4794327,0.001342515
-60.76812616,212.3818738,1.08627E-05
-60.61803559,212.5319644,0.033374224
-60.63679691,212.5132031,0.003114601
-60.61053106,212.5394689,0.000412266
-60.64555219,212.5044478,0.000214758
-60.76812616,212.3818738,0.000166263
-60.58426521,212.5657348,0.081302687
-60.59302049,212.5569795,0.008459734
-60.66306276,212.4869372,0.006212657
-60.56550389,212.5844961,0.002408812
-60.60177578,212.5482242,0.001497572
-60.58426521,212.5657348,0.000580048
-60.56550389,212.5844961,0.000322027
-60.5429903,212.6070097,0.017940317
-60.61053106,212.5394689,0.004203266
-60.47044653,212.6795535,0.009625284
-60.48158961,212.6684104,0.007389688
-60.49496132,212.6550387,0.002099237
-60.47920181,212.6707982,0.001750831
-60.45293596,212.697064,0.000991734
-60.45293596,212.697064,0.045966042
-60.42667011,212.7233299,0.022835608
-60.40790879,212.7420912,0.012397184
-60.40040426,212.7495957,0.005280047
-60.41353718,212.7364628,0.000737956
-60.3853952,212.7646048,0.000200038
-60.45293596,212.697064,0.000144901
-60.42667011,212.7233299,8.5046E-05
-60.36100548,212.7889945,0.001356507
-60.3583789,212.7916211,0.001061062
-60.37413841,212.7758616,3.84086E-05
-60.42667011,212.7233299,0.036655084
-60.31410218,212.8358978,0.00331611
-60.34036803,212.809632,0.000431642
-60.29534086,212.8546591,0.000214735
-60.26907501,212.880925,0.081706423
-60.24806233,212.9019377,0.006459356
-60.26907501,212.880925,0.00261389
-60.22967623,212.9203238,0.000619878
-60.24806233,212.9019377,0.000377624
-60.32685988,212.8231401,0.000335187
-60.27432818,212.8756718,9.88931E-05
-60.34787256,212.8021274,6.74079E-05
-60.26907501,212.880925,4.67722E-05
-60.19027745,212.9597225,0.018367404
-60.19553062,212.9544694,0.010627732
-60.1640116,212.9859884,0.008906924
-60.13774575,213.0122542,0.007771078
-60.1640116,212.9859884,0.002201258
-60.26907501,212.880925,0.000275515
-60.08521405,213.0647859,0.021699087
-60.1114799,213.0385201,0.012814499
-60.13024123,213.0197588,0.005131495
-60.12461283,213.0253872,0.000205524
-60.1114799,213.0385201,8.73601E-05
-60.19027745,212.9597225,5.48857E-05
-60.03268235,213.1173176,0.124892184
-60.07208113,213.0779189,0.107645313
-60.1640116,212.9859884,0.042221684
-60.0589482,213.0910518,0.004195468
-60.05019292,213.0998071,0.001352194
-60.1640116,212.9859884,0.001122312
-59.99515971,213.1548403,0.050714251
-60.07208113,213.0779189,0.003258916
-59.96264008,213.1873599,0.084877536
-59.94863163,213.2013684,0.06968977
-59.98015065,213.1698493,0.00639711
-59.98015065,213.1698493,0.002800498
-60.0589482,213.0910518,0.000673731
-59.9538848,213.1961152,0.000537608
-59.98015065,213.1698493,0.000430598
-60.03268235,213.1173176,0.000366818
-60.0064165,213.1435835,0.000323018
-60.01517179,213.1348282,9.59971E-05
-59.88259178,213.2674082,0.016639528
-59.9013531,213.2486469,0.011160888
-59.9013531,213.2486469,0.009903069
-59.9013531,213.2486469,0.001695388
-60.03268235,213.1173176,0.000220582
-60.03268235,213.1173176,0.000164553
-59.98015065,213.1698493,7.48182E-05
-59.98015065,213.1698493,3.6635E-05
-59.98015065,213.1698493,1.66013E-05
-59.83006008,213.3199399,0.008690101
-59.8488214,213.3011786,0.00753836
-59.8488214,213.3011786,0.002315101
-59.85257366,213.2974263,0.000838369
-59.77002385,213.3799762,0.022965881
-59.8488214,213.3011786,0.020970007
-59.82255555,213.3274445,0.013368831
-59.8488214,213.3011786,0.005006661
-59.73500271,213.4149973,0.127429942
-59.72499668,213.4250033,0.109613142
-59.8488214,213.3011786,0.103766444
-59.77002385,213.3799762,0.001394471
-59.68747403,213.462526,0.049053415
-59.70435922,213.4456408,0.014611505
-59.7962897,213.3537103,0.000120901
-59.66496045,213.4850396,0.088143686
-59.6386946,213.5113054,0.067306987
-59.71749215,213.4325079,0.006802115
-59.6386946,213.5113054,0.002876677
-59.77002385,213.3799762,0.000564483
-59.5861629,213.5638371,0.034315909
-59.71749215,213.4325079,0.018621619
-59.5861629,213.5638371,0.003740945
-59.6386946,213.5113054,0.001574172
-59.5861629,213.5638371,0.000694365
-59.66496045,213.4850396,0.000334892
-59.5861629,213.5638371,0.00027177
-59.6386946,213.5113054,0.000154463
-59.53071277,213.6192872,0.041742017
-59.53363119,213.6163688,0.009968857
-59.52169217,213.6283078,0.008019752
-59.50736534,213.6426347,0.002406276
-59.53888436,213.6111156,9.38094E-05
-59.66496045,213.4850396,4.70002E-05
-59.52987893,213.6201211,0.022431751
-59.48109949,213.6689005,0.012661819
-59.42856779,213.7214322,0.131030057
-59.44732911,213.7026709,0.106946702
-59.42856779,213.7214322,0.027941134
-59.4443273,213.7056727,0.000898404
-59.37078292,213.7792171,0.042899182
-59.45483364,213.6951664,0.000121092
-59.42856779,213.7214322,0.092838426
-59.32350439,213.8264956,0.067755233
-59.30474307,213.8452569,0.055530469
-59.29723854,213.8527615,0.002949956
-59.40230194,213.7476981,0.034141006
-59.25903367,213.8909663,0.017980231
-59.27097269,213.8790273,0.000726595
-59.27097269,213.8790273,0.000539306
-59.34977024,213.8002298,0.000260107
-59.32350439,213.8264956,0.243670016
-59.32350439,213.8264956,0.008465869
-59.24470684,213.9052932,0.007153548
-59.29723854,213.8527615,0.006106293
-59.21844099,213.931559,0.002418245
-59.29723854,213.8527615,0.001744298
-59.21844099,213.931559,9.67847E-05
-59.24470684,213.9052932,0.013116659
-59.24470684,213.9052932,0.000384434
-59.24470684,213.9052932,0.000201357
-59.21844099,213.931559,0.104799577
-59.13964344,214.0103566,0.076924542
-59.11337759,214.0366224,0.028127214
-59.11337759,214.0366224,0.005176974
-59.08054528,214.0694547,0.000826453
-59.16590929,213.9840907,0.000168292
-59.13964344,214.0103566,0.041363708
-59.13964344,214.0103566,0.00046422
-59.00831419,214.1416858,0.067497998
-59.07210268,214.0778973,0.055767403
-59.08711174,214.0628883,0.134912045
-59.00831419,214.1416858,0.019781132
-58.97679517,214.1732048,0.016508026
-59.06084589,214.0891541,0.003659331
-59.06084589,214.0891541,0.000525819
-59.06084589,214.0891541,0.000335393
-58.95578249,214.1942175,0.000241094
-58.90325079,214.2467492,0.007128731
-58.92201211,214.2279879,0.002315542
-58.98204834,214.1679517,9.75959E-05
-58.95578249,214.1942175,0.013338219
-58.85071908,214.2992809,0.009588052
-58.90325079,214.2467492,0.002757441
-58.85071908,214.2992809,0.001408228
-58.85071908,214.2992809,0.000202352
-58.92951664,214.2204834,0.028748145
-58.87698493,214.2730151,0.005159184
-58.79818738,214.3518126,0.000769299
-58.82445323,214.3255468,0.000384384
-58.82445323,214.3255468,0.114762814
-58.69312398,214.456876,0.070062391
-58.77192153,214.3780785,0.00046888
-58.74565568,214.4043443,0.204139539
-58.66685813,214.4831419,0.015997387
-58.74565568,214.4043443,5.27765E-05
-58.66685813,214.4831419,0.242392162
-58.58806058,214.5619394,0.147982201
-58.59331375,214.5566862,0.019110596
-58.66685813,214.4831419,0.004433299
-58.57680379,214.5731962,0.002332063
-58.66685813,214.4831419,2.89283E-05
-58.51676756,214.6332324,0.081622298
-58.58806058,214.5619394,0.008857663
-58.64059228,214.5094077,0.006742803
-58.54678567,214.6032143,0.001411146
-58.66685813,214.4831419,0.000201321
-58.61432643,214.5356736,0.000122702
-58.50926303,214.640737,0.003443472
-58.50926303,214.640737,0.002712884
-58.50926303,214.640737,0.060919209
-58.43922076,214.7107792,0.0701749
-58.40419963,214.7458004,0.025035949
-58.43046548,214.7195345,0.000688873
-58.43046548,214.7195345,0.000382399
-58.40419963,214.7458004,0.015996071
-58.37793378,214.7720662,0.11416849
-58.35166793,214.7983321,0.005942192
-58.35166793,214.7983321,0.099609277
-58.22033867,214.9296613,0.082067583
-58.35166793,214.7983321,0.000123938
-58.24660453,214.9033955,0.149721022
-58.24660453,214.9033955,0.008635784
-58.22033867,214.9296613,0.003639931
-58.16780697,214.982193,0.030692378
-58.11527527,215.0347247,0.009897529
-58.24660453,214.9033955,0.006707995
-58.09426259,215.0557374,0.005300577
-58.14154112,215.0084589,0.004492693
-58.11527527,215.0347247,0.001008688
-58.24660453,214.9033955,0.000220458
-58.07149886,215.0785011,0.024865272
-58.03647772,215.1135223,0.002650467
-58.03647772,215.1135223,0.00175934
-57.98978288,215.1602171,0.012229862
-58.06274357,215.0872564,0.002119797
-58.01021187,215.1397881,0.0008395
-58.01021187,215.1397881,0.069717874
-57.98394602,215.166054,0.018800524
-58.03647772,215.1135223,0.003091171
-57.90514847,215.2448515,0.079475318
-58.01021187,215.1397881,0.001345275
-57.95768017,215.1923198,0.001158979
-57.88413579,215.2658642,0.000713189
-58.01021187,215.1397881,4.20342E-05
-57.85786994,215.2921301,0.120673385
-57.8351062,215.3148938,0.023638464
-57.80533824,215.3446618,0.013360386
-57.85261677,215.2973832,0.000400116
-57.78695214,215.3630479,0.190382358
-57.82635092,215.3236491,0.008866742
-57.85261677,215.2973832,0.005452274
-57.78882828,215.3611717,0.004847032
-57.86837628,215.2816237,0.004317264
-57.80008507,215.3499149,0.001039631
-57.82635092,215.3236491,0.000331558
-57.80008507,215.3499149,5.19672E-05
-57.86137205,215.2886279,0.002692309
-57.77381922,215.3761808,0.001872151
-57.77381922,215.3761808,0.000553963
-57.82635092,215.3236491,0.000484799
-57.74755337,215.4024466,0.00017093
-57.80008507,215.3499149,1.32831E-05
-57.69210324,215.4578968,0.01145778
-57.65824948,215.4917505,0.008044577
-57.77381922,215.3761808,0.002240738
-57.72128752,215.4287125,0.00085081
-57.69502167,215.4549783,0.000207105
-57.74755337,215.4024466,8.08562E-05
-57.64248997,215.50751,0.025756932
-57.64248997,215.50751,0.006408596
-57.74755337,215.4024466,2.93616E-05
-57.56369242,215.5863076,0.071587865
-57.57801924,215.5719808,0.01571524
-57.60309119,215.5469088,0.010226318
-57.60871959,215.5412804,0.000676624
-57.53742656,215.6125734,0.124584604
-57.53742656,215.6125734,0.100088272
-57.58995827,215.5600417,0.04738616
-57.50240543,215.6475946,0.013287318
-57.66875582,215.4812442,0.000416595
-57.56369242,215.5863076,0.180153698
-57.46613354,215.6838665,0.01852808
-57.50065437,215.6493456,0.007601633
-57.48489486,215.6651051,0.00134732
-57.48489486,215.6651051,0.001044793
-57.53742656,215.6125734,5.11813E-05
-57.48489486,215.6651051,0.146567178
-57.48489486,215.6651051,0.068866281
-57.45862901,215.691371,0.000145645
-57.48489486,215.6651051,0.011573392
-57.38639792,215.7636021,0.009046507
-57.45862901,215.691371,0.001581065
-57.37983146,215.7701685,0.000862258
-57.42710999,215.72289,0.000207436
-57.37983146,215.7701685,2.292E-05
-57.28602485,215.8639751,0.02451468
-57.37983146,215.7701685,0.006375775
-57.35356561,215.7964344,0.003213649
-57.32729976,215.8227002,0.001954733
-57.30978919,215.8402108,0.015883231
-57.25600674,215.8939933,0.002147594
-57.2710158,215.8789842,0.000680471
-57.27476806,215.8752319,0.00033861
-57.30103391,215.8489661,1.89541E-05
-57.19597051,215.9540295,0.125624657
-57.19597051,215.9540295,0.094524086
-57.19597051,215.9540295,0.013741163
-57.15094334,215.9990567,0.11305881
-57.22223636,215.9277636,0.019472674
-57.22223636,215.9277636,0.001386337
-57.16970466,215.9802953,0.001039951
-57.22223636,215.9277636,0.000235348
-57.06464126,216.0853587,0.009761863
-57.16970466,215.9802953,0.00266018
-57.05588597,216.094114,0.000857344
-57.07589805,216.0741019,0.000211241
-57.11717296,216.032827,1.51446E-05
-57.11717296,216.032827,0.02335618
-56.98584371,216.1641563,0.002243961
-56.95957786,216.1904221,0.001722594
-56.98584371,216.1641563,0.000711549
-57.03837541,216.1116246,0.000338015
-56.98584371,216.1641563,0.196606122
-56.92580748,216.2241925,0.097151239
-56.95957786,216.1904221,0.000505934
-56.93331201,216.216688,5.48667E-05
-56.84138153,216.3086185,0.139318042
-56.85451445,216.2954855,0.117626203
-56.76521056,216.3847894,0.006570742
-56.74945105,216.4005489,0.003998077
-56.74945105,216.4005489,0.000909055
-56.76258398,216.387416,0.000218416
-56.7757169,216.3742831,0.175320893
-56.80198275,216.3480172,0.026767131
-56.67815803,216.471842,0.005112647
-56.8282486,216.3217514,0.000593189
-56.80198275,216.3480172,1.89129E-05
-56.7757169,216.3742831,0.002320676
-56.65314293,216.4968571,0.001607511
-56.59185595,216.558144,0.003260852
-56.57084327,216.5791567,0.002736005
-56.6181218,216.5318782,0.00117678
-56.64964082,216.5003592,0.00030385
-56.6181218,216.5318782,0.150149541
-56.53932425,216.6106758,0.117021864
-56.6181218,216.5318782,0.058866618
-56.5655901,216.5844099,0.017508883
-56.5655901,216.5844099,0.000105377
-56.43426085,216.7157392,0.375931385
-56.53932425,216.6106758,0.105775086
-56.41324817,216.7367518,0.01075768
-56.43426085,216.7157392,0.007087321
-56.48679255,216.6632075,0.004127736
-56.43426085,216.7157392,0.000515917
-56.47803727,216.6719627,0.000225593
-56.4605267,216.6894733,3.23068E-05
-56.42550556,216.7244944,0.005449837
-56.32919745,216.8208026,0.480704046
-56.3554633,216.7945367,0.0504133
-56.32919745,216.8208026,0.000931405
-56.43426085,216.7157392,0.000138425
-56.3029316,216.8470684,0.003041311
-56.3554633,216.7945367,0.002482065
-56.32919745,216.8208026,0.118801238
-56.32919745,216.8208026,0.01768539
-56.2503999,216.8996001,0.191980653
-56.2503999,216.8996001,0.021572893
-56.2503999,216.8996001,0.000292367
-56.11907064,217.0309294,0.406171844
-56.22413404,216.925866,0.058859352
-56.13220357,217.0177964,0.011166507
-56.2503999,216.8996001,0.010144811
-56.22413404,216.925866,0.007195088
-56.19786819,216.9521318,0.00166234
-56.11907064,217.0309294,0.00050708
-56.22413404,216.925866,3.24681E-05
-56.17160234,216.9783977,0.000105364
-56.01400724,217.1359928,0.463954751
-56.11907064,217.0309294,0.050071129
-56.11907064,217.0309294,0.000929776
-55.96147554,217.1885245,0.266139013
-55.98774139,217.1622586,0.016037894
-55.88267799,217.267322,0.127276247
-55.85641214,217.2935879,0.034103101
-55.96147554,217.1885245,0.00029531
-55.93520969,217.2147903,0.00047964
-55.7408424,217.4091576,0.146117539
-55.69881704,217.451183,0.442541209
-55.77761459,217.3723854,0.000230924
-55.64628534,217.5037147,0.249616159
-55.67255119,217.4774488,0.054719765
-55.57499231,217.5750077,0.174749721
-55.58062071,217.5693793,0.042805001
-55.59375364,217.5562464,3.5373E-05
-55.57499231,217.5750077,0.219834076
-55.54122193,217.6087781,0.03550622
-55.62001949,217.5299805,0.01609015
-55.48493797,217.665062,0.131683115
-55.51495608,217.6350439,0.107175413
-55.41739721,217.7326028,0.33700676
-55.43090536,217.7190946,0.190001752
-55.3873791,217.7626209,0.150815596
-55.54122193,217.6087781,0.004384433
-55.35736098,217.792639,0.439523081
-55.39938634,217.7506137,0.373613479
-55.40989268,217.7401073,0.289469749
-55.35736098,217.792639,0.088867455
-55.40989268,217.7401073,0.000371255
-55.40989268,217.7401073,0.000231677
-55.22978399,217.920216,0.175033757
-55.38362683,217.7663732,0.043676158
-55.27856343,217.8714366,0.024101726
-55.22603173,217.9239683,0.232892357
-55.22603173,217.9239683,0.101287107
-55.16224324,217.9877568,0.343958467
-55.13147467,218.0185253,0.14588313
-55.1262215,218.0237785,0.053291771
-55.08719795,218.0628021,0.465608915
-55.06843663,218.0815634,0.290415315
-55.14723418,218.0027658,0.004339817
-55.01590493,218.1340951,0.197147741
-55.07719191,218.0728081,0.132046968
-55.01590493,218.1340951,0.078605117
-55.01590493,218.1340951,0.018438297
-55.06843663,218.0815634,0.178804365
-54.96337323,218.1866268,0.024139966
-55.01590493,218.1340951,0.405348276
-54.96337323,218.1866268,0.247053733
-54.96337323,218.1866268,0.0003791
-54.80577812,218.3442219,0.158373323
-54.81453341,218.3354666,0.052526265
-54.74198963,218.4080104,0.473009995
-54.77951227,218.3704877,0.289802771
-54.77951227,218.3704877,0.080474478
-54.72698057,218.4230194,0.000111899
-54.72698057,218.4230194,0.332264971
-54.70071472,218.4492853,0.135409183
-54.64818302,218.501817,0.212286854
